FID,FID_Austin,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID1,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,FID_new1,CrashID,CrashID1,Latitude,Longitude,Unit_Nbr,Prsn_Nbr,Crash_UP_ID,Prsn_Type_,Prsn_Injry,Prsn_Age,Prsn_Gndr_
703,558,48,453,2109,2,4.8453E+11,1500US484530021092,Block Group 2,G5030,S,1147696,0,30.2795699,-97.6914001,112,14513866,AUS_14513866,30.27356299,-97.69790834,3,1,AUS_1451386631,3,3,30,1
704,368,48,453,802,2,4.8453E+11,1500US484530008022,Block Group 2,G5030,S,380331,0,30.274356,-97.7038305,929,12841798,AUS_12841798,30.27356318,-97.69795695,1,1,AUS_1284179811,3,2,25,1
705,560,48,453,2111,1,4.8453E+11,1500US484530021111,Block Group 1,G5030,S,837993,0,30.2683446,-97.6925165,823,12637959,AUS_12637959,30.27356437,-97.69109184,2,1,AUS_1263795921,3,2,53,2
706,558,48,453,2109,2,4.8453E+11,1500US484530021092,Block Group 2,G5030,S,1147696,0,30.2795699,-97.6914001,952,12881919,AUS_12881919,30.27356987,-97.69791044,1,1,AUS_1288191911,3,2,24,1
707,451,48,453,1200,2,4.8453E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,809,12612380,AUS_12612380,30.2736167,-97.75174799,1,1,AUS_1261238011,3,5,52,1
708,433,48,453,1100,1,4.8453E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,190,14716854,AUS_14716854,30.27367478,-97.74456246,2,1,AUS_1471685421,3,2,23,2
709,433,48,453,1100,1,4.8453E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,666,13418946,AUS_13418946,30.27368,-97.74457,2,1,AUS_1341894621,3,3,23,1
710,384,48,453,804,1,4.8453E+11,1500US484530008041,Block Group 1,G5030,S,385739,0,30.2696968,-97.7174616,107,14506691,AUS_14506691,30.27375478,-97.71989247,2,1,AUS_1450669121,3,2,23,1
711,451,48,453,1200,2,4.8453E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,957,12892321,AUS_12892321,30.27378,-97.76338,2,1,AUS_1289232121,3,2,21,1
712,384,48,453,804,1,4.8453E+11,1500US484530008041,Block Group 1,G5030,S,385739,0,30.2696968,-97.7174616,1305,12291668,AUS_12291668,30.27379709,-97.71966585,2,1,AUS_1229166821,3,2,29,2
713,433,48,453,1100,1,4.8453E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,1235,12191480,AUS_12191480,30.27396355,-97.74326429,2,1,AUS_1219148021,3,2,26,1
714,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1368,12471998,AUS_12471998,30.27407094,-97.7606588,3,1,AUS_1247199831,3,1,29,1
715,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1369,12471998,AUS_12471998,30.27407094,-97.7606588,2,1,AUS_1247199821,3,1,60,1
716,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1370,12471998,AUS_12471998,30.27407094,-97.7606588,15,1,AUS_12471998151,3,3,30,2
717,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1371,12471998,AUS_12471998,30.27407094,-97.7606588,17,1,AUS_12471998171,3,1,28,1
718,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1372,12471998,AUS_12471998,30.27407094,-97.7606588,5,1,AUS_1247199851,3,1,31,2
719,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1373,12471998,AUS_12471998,30.27407094,-97.7606588,6,1,AUS_1247199861,3,1,30,1
720,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1374,12471998,AUS_12471998,30.27407094,-97.7606588,16,1,AUS_12471998161,3,1,36,1
721,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1375,12471998,AUS_12471998,30.27407094,-97.7606588,8,1,AUS_1247199881,3,1,27,1
722,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1376,12471998,AUS_12471998,30.27407094,-97.7606588,9,1,AUS_1247199891,3,1,25,2
723,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1377,12471998,AUS_12471998,30.27407094,-97.7606588,10,1,AUS_12471998101,3,5,27,1
724,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1378,12471998,AUS_12471998,30.27407094,-97.7606588,7,1,AUS_1247199871,3,1,24,1
725,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1379,12471998,AUS_12471998,30.27407094,-97.7606588,12,1,AUS_12471998121,3,1,28,1
726,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1380,12471998,AUS_12471998,30.27407094,-97.7606588,13,1,AUS_12471998131,3,1,28,2
727,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1381,12471998,AUS_12471998,30.27407094,-97.7606588,14,1,AUS_12471998141,3,1,37,1
728,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1382,12471998,AUS_12471998,30.27407094,-97.7606588,11,1,AUS_12471998111,3,1,27,2
729,246,48,453,1200,3,4.8453E+11,1500US484530012003,Block Group 3,G5030,S,278895,0,30.2745143,-97.7577556,1383,12471998,AUS_12471998,30.27407094,-97.7606588,4,1,AUS_1247199841,3,1,24,2
730,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1012,13002350,AUS_13002350,30.27453918,-97.73513609,1,1,AUS_1300235011,3,2,22,2
731,382,48,453,803,2,4.8453E+11,1500US484530008032,Block Group 2,G5030,S,282935,0,30.2769231,-97.7185572,27,14328625,AUS_14328625,30.27475478,-97.72011247,2,1,AUS_1432862521,3,2,24,2
732,382,48,453,803,2,4.8453E+11,1500US484530008032,Block Group 2,G5030,S,282935,0,30.2769231,-97.7185572,1120,12013120,AUS_12013120,30.27476,-97.72012,2,1,AUS_1201312021,3,5,23,1
733,382,48,453,803,2,4.8453E+11,1500US484530008032,Block Group 2,G5030,S,282935,0,30.2769231,-97.7185572,142,14596747,AUS_14596747,30.27490478,-97.71910247,2,1,AUS_1459674721,3,1,52,1
734,433,48,453,1100,1,4.8453E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,8,14272571,AUS_14272571,30.27492768,-97.7464413,2,1,AUS_1427257121,3,2,21,1
735,451,48,453,1200,2,4.8453E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,538,13205496,AUS_13205496,30.27501751,-97.75228206,2,1,AUS_1320549621,3,2,19,2
736,433,48,453,1100,1,4.8453E+11,1500US484530011001,Block Group 1,G5030,S,2044061,66635,30.2687002,-97.7433003,889,12768657,AUS_12768657,30.27509,-97.74521,2,1,AUS_1276865721,3,2,40,1
737,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,908,12818704,AUS_12818704,30.27559,-97.73482,2,1,AUS_1281870421,3,2,28,1
738,245,48,453,802,1,4.8453E+11,1500US484530008021,Block Group 1,G5030,S,501114,0,30.2786949,-97.7058611,1297,12291407,AUS_12291407,30.27564,-97.70819,2,1,AUS_1229140721,3,2,23,2
739,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1221,12154986,AUS_12154986,30.27565219,-97.74618748,1,1,AUS_1215498611,3,3,48,1
740,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,633,13386281,AUS_13386281,30.27582,-97.74731,2,1,AUS_1338628121,3,2,18,2
741,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1253,12210006,AUS_12210006,30.27595939,-97.74725744,2,1,AUS_1221000621,3,2,13,1
742,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,791,12577585,AUS_12577585,30.27606,-97.74844,2,1,AUS_1257758521,3,3,24,1
743,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,987,12965856,AUS_12965856,30.27606,-97.74844,2,1,AUS_1296585621,3,3,23,1
744,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,380,13980923,AUS_13980923,30.27617,-97.73713,2,1,AUS_1398092321,3,2,41,1
745,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,682,13480757,AUS_13480757,30.2763,-97.74476,2,1,AUS_1348075721,3,2,26,2
746,451,48,453,1200,2,4.8453E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,1108,11985104,AUS_11985104,30.27632868,-97.76533735,2,1,AUS_1198510421,3,2,0,1
747,368,48,453,802,2,4.8453E+11,1500US484530008022,Block Group 2,G5030,S,380331,0,30.274356,-97.7038305,973,12934879,AUS_12934879,30.27635,-97.70363,2,1,AUS_1293487921,3,2,33,1
748,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,61,14385942,AUS_14385942,30.27642478,-97.74984246,2,1,AUS_1438594221,3,3,17,1
749,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,173,14677759,AUS_14677759,30.27664478,-97.74228246,2,1,AUS_1467775921,3,2,25,2
750,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,174,14677759,AUS_14677759,30.27664478,-97.74228246,3,1,AUS_1467775931,3,5,28,1
751,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,541,13206360,AUS_13206360,30.27673136,-97.77203597,2,1,AUS_1320636021,3,1,30,1
752,368,48,453,802,2,4.8453E+11,1500US484530008022,Block Group 2,G5030,S,380331,0,30.274356,-97.7038305,590,13294164,AUS_13294164,30.27684873,-97.70033201,2,1,AUS_1329416421,3,1,27,1
753,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,481,14190970,AUS_14190970,30.27685,-97.73954,2,1,AUS_1419097021,3,5,54,1
754,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,625,13356316,AUS_13356316,30.27685,-97.73954,2,1,AUS_1335631621,3,2,25,2
755,368,48,453,802,2,4.8453E+11,1500US484530008022,Block Group 2,G5030,S,380331,0,30.274356,-97.7038305,378,13978470,AUS_13978470,30.27685,-97.70033,2,1,AUS_1397847021,3,2,0,1
756,451,48,453,1200,2,4.8453E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,349,13899855,AUS_13899855,30.27696525,-97.75169765,2,1,AUS_1389985521,3,2,21,2
757,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,463,14144553,AUS_14144553,30.27705435,-97.74333101,2,1,AUS_1414455321,3,2,23,1
758,557,48,453,2109,1,4.8453E+11,1500US484530021091,Block Group 1,G5030,S,857113,0,30.2827117,-97.6997804,258,13707346,AUS_13707346,30.27712,-97.69868,2,1,AUS_1370734621,3,2,0,2
759,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1002,12984323,AUS_12984323,30.27712091,-97.73677477,2,1,AUS_1298432321,3,5,31,1
760,451,48,453,1200,2,4.8453E+11,1500US484530012002,Block Group 2,G5030,S,1541732,189156,30.2719319,-97.7602566,523,13173392,AUS_13173392,30.27719,-97.7524,2,1,AUS_1317339221,3,3,26,1
761,381,48,453,803,1,4.8453E+11,1500US484530008031,Block Group 1,G5030,S,458061,0,30.2783512,-97.7130481,510,13146129,AUS_13146129,30.27731,-97.71659,2,1,AUS_1314612921,3,1,20,2
762,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,375,13965519,AUS_13965519,30.27768,-97.77186,2,1,AUS_1396551921,3,3,26,1
763,559,48,453,2110,1,4.8453E+11,1500US484530021101,Block Group 1,G5030,S,2933818,0,30.2751868,-97.675906,170,14669758,AUS_14669758,30.27777264,-97.68553536,2,1,AUS_1466975821,3,2,29,2
764,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,277,13724537,AUS_13724537,30.27780782,-97.74304949,2,1,AUS_1372453721,3,2,24,2
765,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1017,13009775,AUS_13009775,30.27786,-97.74303,2,1,AUS_1300977521,3,2,41,1
766,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,91,14467183,AUS_14467183,30.27804478,-97.73643246,2,1,AUS_1446718321,3,1,36,1
767,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,623,13353169,AUS_13353169,30.27808,-97.77257,2,1,AUS_1335316921,3,2,35,1
768,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,1000,12981457,AUS_12981457,30.27808,-97.77257,2,1,AUS_1298145721,3,2,46,1
769,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,1340,12358808,AUS_12358808,30.27808,-97.77257,2,1,AUS_1235880821,3,2,40,2
770,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,717,13561504,AUS_13561504,30.27817207,-97.77268747,2,1,AUS_1356150421,3,2,43,1
771,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,724,13571717,AUS_13571717,30.27834934,-97.77292959,2,1,AUS_1357171721,3,5,0,1
772,360,48,453,402,3,4.8453E+11,1500US484530004023,Block Group 3,G5030,S,619665,0,30.2816518,-97.7219621,563,13252342,AUS_13252342,30.27853699,-97.72991679,2,1,AUS_1325234221,3,2,29,1
773,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1389,12586851,AUS_12586851,30.27878,-97.7462,3,1,AUS_1258685131,3,5,32,1
774,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1240,12197669,AUS_12197669,30.27895182,-97.73218273,2,1,AUS_1219766921,3,2,30,2
775,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1347,12379038,AUS_12379038,30.27896,-97.73217,1,1,AUS_1237903811,3,2,29,1
776,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1352,12397582,AUS_12397582,30.27896,-97.73217,2,1,AUS_1239758221,3,2,37,1
777,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1302,12291639,AUS_12291639,30.27896907,-97.73220204,2,1,AUS_1229163921,3,2,23,2
778,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,399,14028231,AUS_14028231,30.27909,-97.74728999,2,1,AUS_1402823121,3,2,24,1
779,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,556,13247105,AUS_13247105,30.27918774,-97.74488239,2,1,AUS_1324710521,3,3,37,1
780,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,22,14298265,AUS_14298265,30.27940442,-97.74463078,2,1,AUS_1429826521,3,3,14,2
781,383,48,453,803,3,4.8453E+11,1500US484530008033,Block Group 3,G5030,S,704003,0,30.2757645,-97.7260723,210,14763894,AUS_14763894,30.27940478,-97.72316247,2,1,AUS_1476389421,3,2,42,2
782,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1333,12343280,AUS_12343280,30.27967469,-97.73470004,2,1,AUS_1234328021,3,3,25,1
783,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,382,13984015,AUS_13984015,30.279936,-97.74224813,2,1,AUS_1398401521,3,5,23,1
784,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,261,13710945,AUS_13710945,30.27996308,-97.73570462,2,1,AUS_1371094521,3,2,30,2
785,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,984,12950795,AUS_12950795,30.28021201,-97.742143,3,1,AUS_1295079531,3,1,27,1
786,360,48,453,402,3,4.8453E+11,1500US484530004023,Block Group 3,G5030,S,619665,0,30.2816518,-97.7219621,1223,12156892,AUS_12156892,30.28023467,-97.71859111,2,1,AUS_1215689221,3,1,27,1
787,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,288,13746257,AUS_13746257,30.28028,-97.73679,2,1,AUS_1374625721,3,2,29,1
788,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1147,12043644,AUS_12043644,30.28032878,-97.74209921,1,1,AUS_1204364411,3,3,23,1
789,182,48,453,1605,4,4.8453E+11,1500US484530016054,Block Group 4,G5030,S,259166,0,30.2822969,-97.7597566,886,12762865,AUS_12762865,30.28033329,-97.75903065,2,1,AUS_1276286521,3,5,0,1
790,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1026,13029759,AUS_13029759,30.28035806,-97.73707332,2,1,AUS_1302975921,3,3,27,1
791,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,317,13816094,AUS_13816094,30.28062,-97.74199,2,1,AUS_1381609421,3,2,0,1
792,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,656,13394182,AUS_13394182,30.28062,-97.74199,2,1,AUS_1339418221,3,3,20,1
793,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,932,12850106,AUS_12850106,30.28062,-97.74199,2,1,AUS_1285010621,3,2,15,1
794,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,128,14571900,AUS_14571900,30.28063478,-97.73808246,2,1,AUS_1457190021,3,3,26,1
795,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,423,14070535,AUS_14070535,30.28064,-97.73809,2,1,AUS_1407053521,3,3,23,1
796,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1342,12359097,AUS_12359097,30.28064,-97.73809,2,1,AUS_1235909721,3,3,20,1
797,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,551,13237991,AUS_13237991,30.28065197,-97.73812967,2,1,AUS_1323799121,3,2,25,1
798,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1098,11964728,AUS_11964728,30.28065227,-97.73813069,2,1,AUS_1196472821,3,2,37,1
799,0,48,453,2208,1,4.8453E+11,1500US484530022081,Block Group 1,G5030,S,7074256,88110,30.2756934,-97.6610292,1296,12291400,AUS_12291400,30.28081609,-97.64801783,2,1,AUS_1229140021,3,2,23,1
800,381,48,453,803,1,4.8453E+11,1500US484530008031,Block Group 1,G5030,S,458061,0,30.2783512,-97.7130481,874,12735650,AUS_12735650,30.28089331,-97.71429858,2,1,AUS_1273565021,3,3,23,2
801,381,48,453,803,1,4.8453E+11,1500US484530008031,Block Group 1,G5030,S,458061,0,30.2783512,-97.7130481,212,14769869,AUS_14769869,30.28117167,-97.71254673,2,1,AUS_1476986921,3,2,17,1
802,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,701,13530613,AUS_13530613,30.28122,-97.74414,2,1,AUS_1353061321,3,5,42,2
803,182,48,453,1605,4,4.8453E+11,1500US484530016054,Block Group 4,G5030,S,259166,0,30.2822969,-97.7597566,800,12598646,AUS_12598646,30.28132,-97.75839,2,1,AUS_1259864621,3,2,25,2
804,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,964,12910598,AUS_12910598,30.2813579,-97.741673,2,1,AUS_1291059821,3,2,25,1
805,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,1356,12409176,AUS_12409176,30.28162431,-97.74159507,2,1,AUS_1240917621,3,3,24,1
806,381,48,453,803,1,4.8453E+11,1500US484530008031,Block Group 1,G5030,S,458061,0,30.2783512,-97.7130481,454,14129055,AUS_14129055,30.28165486,-97.70957603,2,1,AUS_1412905521,3,3,47,1
807,381,48,453,803,1,4.8453E+11,1500US484530008031,Block Group 1,G5030,S,458061,0,30.2783512,-97.7130481,754,13658052,AUS_13658052,30.28177634,-97.70878267,1,1,AUS_1365805211,3,1,25,2
808,245,48,453,802,1,4.8453E+11,1500US484530008021,Block Group 1,G5030,S,501114,0,30.2786949,-97.7058611,1191,12111202,AUS_12111202,30.2820419,-97.70699833,1,1,AUS_1211120211,3,1,13,1
809,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,740,13622185,AUS_13622185,30.28208,-97.74319,2,1,AUS_1362218521,3,3,27,1
810,366,48,453,604,2,4.8453E+11,1500US484530006042,Block Group 2,G5030,S,189019,0,30.2849961,-97.7433474,1092,11947928,AUS_11947928,30.2821206,-97.74318569,2,1,AUS_1194792821,3,2,21,2
811,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,659,13410549,AUS_13410549,30.28224,-97.74377,2,1,AUS_1341054921,3,2,22,2
812,245,48,453,802,1,4.8453E+11,1500US484530008021,Block Group 1,G5030,S,501114,0,30.2786949,-97.7058611,1055,13140192,AUS_13140192,30.28233209,-97.70383779,2,1,AUS_1314019221,3,3,21,2
813,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,1190,12111150,AUS_12111150,30.28261243,-97.77639162,2,1,AUS_1211115021,3,2,50,1
814,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,386,13992763,AUS_13992763,30.28284,-97.74588,2,1,AUS_1399276321,3,1,21,2
815,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,260,13710022,AUS_13710022,30.28285,-97.77655,2,1,AUS_1371002221,3,2,25,2
816,126,48,453,1602,3,4.8453E+11,1500US484530016023,Block Group 3,G5030,S,754166,188864,30.284577,-97.780106,226,14811668,AUS_14811668,30.28307941,-97.77671675,2,1,AUS_1481166821,3,2,32,1
817,339,48,453,401,1,4.8453E+11,1500US484530004011,Block Group 1,G5030,S,839804,0,30.2885489,-97.7200794,471,14179060,AUS_14179060,30.28311216,-97.72720978,2,1,AUS_1417906021,3,2,21,1
818,557,48,453,2109,1,4.8453E+11,1500US484530021091,Block Group 1,G5030,S,857113,0,30.2827117,-97.6997804,933,12850112,AUS_12850112,30.28312424,-97.70035514,2,1,AUS_1285011221,3,2,27,1
819,67,48,453,700,1,4.8453E+11,1500US484530007001,Block Group 1,G5030,S,1615130,0,30.2777004,-97.7411232,997,12981164,AUS_12981164,30.28351,-97.74826,2,1,AUS_1298116421,3,1,24,1
820,360,48,453,402,3,4.8453E+11,1500US484530004023,Block Group 3,G5030,S,619665,0,30.2816518,-97.7219621,393,14006440,AUS_14006440,30.28377,-97.72221,2,1,AUS_1400644021,3,1,27,1
821,360,48,453,402,3,4.8453E+11,1500US484530004023,Block Group 3,G5030,S,619665,0,30.2816518,-97.7219621,467,14163296,AUS_14163296,30.28379,-97.72207,2,1,AUS_1416329621,3,2,34,1
822,366,48,453,604,2,4.8453E+11,1500US484530006042,Block Group 2,G5030,S,189019,0,30.2849961,-97.7433474,462,14144433,AUS_14144433,30.28381,-97.74192,2,1,AUS_1414443321,3,2,0,1
823,366,48,453,604,2,4.8453E+11,1500US484530006042,Block Group 2,G5030,S,189019,0,30.2849961,-97.7433474,1286,12281761,AUS_12281761,30.28381,-97.74192,2,1,AUS_1228176121,3,2,22,1
824,367,48,453,604,3,4.8453E+11,1500US484530006043,Block Group 3,G5030,S,167793,0,30.285568,-97.7464636,44,14362110,AUS_14362110,30.28414478,-97.74661246,2,1,AUS_1436211021,3,5,20,2
825,339,48,453,401,1,4.8453E+11,1500US484530004011,Block Group 1,G5030,S,839804,0,30.2885489,-97.7200794,559,13252323,AUS_13252323,30.2843,-97.71914,2,1,AUS_1325232321,3,3,26,2
826,125,48,453,1602,1,4.8453E+11,1500US484530016021,Block Group 1,G5030,S,1202465,57879,30.2900812,-97.778202,683,13480858,AUS_13480858,30.28432,-97.77604,2,1,AUS_1348085821,3,2,57,1
827,339,48,453,401,1,4.8453E+11,1500US484530004011,Block Group 1,G5030,S,839804,0,30.2885489,-97.7200794,1324,12330470,AUS_12330470,30.2844,-97.7185,2,1,AUS_1233047021,3,1,27,2
828,359,48,453,402,1,4.8453E+11,1500US484530004021,Block Group 1,G5030,S,496682,0,30.2876981,-97.7122017,1390,12603114,AUS_12603114,30.28444201,-97.71828293,2,1,AUS_1260311421,3,2,28,1
829,359,48,453,402,1,4.8453E+11,1500US484530004021,Block Group 1,G5030,S,496682,0,30.2876981,-97.7122017,1156,12059734,AUS_12059734,30.28446,-97.71818999,2,1,AUS_1205973421,3,2,31,2
830,366,48,453,604,2,4.8453E+11,1500US484530006042,Block Group 2,G5030,S,189019,0,30.2849961,-97.7433474,169,14667675,AUS_14667675,30.28497478,-97.74181246,2,1,AUS_1466767521,3,2,20,1
